,Unnamed: 0,id,title,tags
425,425,954,Mission: Impossible,"adventur action thriller pari londonengland spi cia terrorist secretid undercov armsdeal headquart secretba secretmiss pragu embassi secretag tgv comput mission basedontvseri espionag agent ethanhunt jimphelp clairephelp eugenekittridg franzkrieg briandepalma when ethan hunt, the leader of a crack espionag team whose peril oper ha gone awri with no explanation, discov that a mole ha penetr the cia, he' surpri to learn that he' the no. 1 suspect. to clear hi name, hunt now must ferret out the real doubl agent and, in the process, even the score. en"
426,426,70160,The Hunger Games,"sciencefict adventur fantasi hallucin dystopia femaleprotagonist bowandarrow knifethrow knifefight game archeri blind glamour roastedpig sponsor chariot fictionaltvshow mineexplo basedonyoungadultnovel katnisseverdeen peetamellark galehawthorn haymitchabernathi effietrinket garyross everi year in the ruin of what wa onc north america, the nation of panem forc each of it twelv district to send a teenag boy and girl to compet in the hunger games. part twist entertainment, part govern intimid tactic, the hunger game are a nation televi event in which “tributes” must fight with one anoth until one survivor remains. pit against highly-train tribut who have prepar for these game their entir lives, katniss is forc to reli upon her sharp instinct as well as the mentorship of drunken former victor haymitch abernathy. if she’ ever to return home to district 12, katniss must make imposs choic in the arena that weigh surviv against human and life against love. the world will be watching. en"
427,427,45243,The Hangover Part II,"comedi sunglass interpol undercovercop hangov duringcreditsst philwenneck stupric alangarn dougbil mr.chow toddphillip the hangov crew head to thailand for stu' wedding. after the disast of a bachelor parti in la vega last year, stu is play it safe with a mellow pre-w brunch. however, noth goe as plan and bangkok is the perfect set for anoth adventur with the rowdi group. en"
428,428,364,Batman Returns,"action fantasi holiday corrupt doublelif dccomic crimefight hallucin christmastr gothamc vigil superhero violenc darkhero fictionalc supervillain superpow deform birdcag evilcircu christmasholiday brucewayne/batman oswaldcobblepot/thepenguin selinakyle/catwoman maxshreck alfr timburton have defeat the joker, batman now face the penguin - a warp and deform individu who is intent on be accept into gotham society. crook businessman max schreck is coerc into help him becom mayor of gotham and they both attempt to expo batman in a differ light. selina kyle, max' secretary, is thrown from the top of a build and is transform into catwoman - a mysteri figur who ha the same person disord as batman. batman must attempt to clear hi name, all the time decid just what must be done with the catwoman. en"
429,429,7518,Over the Hedge,"comedi anim famili squirrel eatinganddrink vorort garden grizzlybear entrap suburbianidyl garbag forest turtl hidinginagarbagecontain skunk racoon anim rj(voice) verne(voice) hammy(voice) stella(voice) ozzie(voice) kareykirkpatrick timjohnson a scheme raccoon fool a mismatch famili of forest creatur into help him repay a debt of food, by invad the new suburban sprawl that pop up while they were hibern – and learn a lesson about famili himself. en"
430,430,11544,Lilo & Stitch,"anim famili sistersisterrelationship extraterrestrialtechnolog hawaii adopt mutat alienlife-form alienphenomenon anim dog deadpar 'stitch'(voice) lilo(voice) nani(voice) dr.jumbajookiba(voice) pleakley(voice) chrissand deandebloi a lone hawaiian girl name lilo is be rai by her older sister, nani, after their parent die -- under the watch of social worker cobra bubbles. when lilo adopt a funny-look dog and name him ""stitch,"" she doesn't realiz her new best friend is a wacki alien creat by mad scientist dr. jumba. en"
431,431,9986,Charlotte's Web,"comedi famili fantasi hero barn spider pig egg friendship spring uncl friend rescu surviv talkinganim grass famili desk raincoat talkingpig charlottethespider(voice) templetontherat(voice) samuelthesheep(voice) gussythegoose(voice) gollythegoose(voice) garywinick wilbur the pig is scare of the end of the season, becau he know that come that time, he will end up on the dinner table. he hatch a plan with charlotte, a spider that live in hi pen, to ensur that thi will never happen. en"
432,432,8656,Deep Impact,"action drama romanc usapresid nasa metereologist spacemiss comet naturaldisast tsunami astronom astronaut womandirector disastermovi capt.spurgeon'fish'tann jennylern leobiederman robinlern presidenttombeck mimil a seven-mile-wid space rock is hurtl toward earth, threaten to oblit the planet. now, it' up to the presid of the unit state to save the world. he appoint a tough-as-nail veteran astronaut to lead a joint american-russian crew into space to destroy the comet befor impact. meanwhile, an enterpri report use her smart to uncov the scoop of the century. en"
433,433,146216,RED 2,action comedi crime thriller pari londonengland cia russia mi6 hiredkil explodingairplan frankmo katja bailey victoria marvinbogg deanparisot retir c.i.a. agent frank mose reunit hi unlik team of elit oper for a global quest to track down a miss portabl nuclear device. en
434,434,9291,The Longest Yard,"comedi drama prison americanfootb prison blackmail supervisor sport paulcrew caretak coachnatescarborough deaconmoss megget peterseg pro quarter-back, paul crew and former colleg champion and coach, nate scarboro are do time in the same prison. ask to put togeth a team of inmat to take on the guards, crew enlist the help of scarboro to coach the inmat to victori in a footbal game 'fixed' to turn out quit anoth way. en"
435,435,55301,Alvin and the Chipmunks: Chipwrecked,"comedi fantasi famili music anim sequel chipmunk cruiseship overboard davidsevil ian zoe captaincorrelli alvin(voice) mikemitchel play around while aboard a crui ship, the chipmunk and chipett accid go overboard and end up maroon in a tropic paradise. they discov their new turf is not as desert as it seems. en"
436,436,109418,Grown Ups 2,"comedi lennyf ericlamonsoff kurtmckenzi marcushiggin roxannechase-f dennisdugan the all-star comedi cast from grown up return (with some excit new additions) for more summertim laughs. lenni (adam sandler) ha reloc hi famili back to the small town where he and hi friend grew up. thi time around, the grown up are the one learn lesson from their kid on a day notori full of surprises: the last day of school. en"
437,437,11665,Get Smart,"action comedi thriller danc spi terrorist traitor airplan violin basedontvseri leg maxwellsmart agent99 agent23 thechief siegfri peterseg when the ident of secret agent from control are compromised, the chief promot hapless but eager analyst maxwel smart and team him with stylish, capabl agent 99, the onli spi whose cover remain intact. can they work togeth to thwart the evil plan of kao and it crafti operative? en"
438,438,6964,Something's Gotta Give,"drama comedi romanc agediff ladykil womandirector harrysanborn ericabarri julianmerc zoe marin nancymey harri sanborn is an age music industri exec with a fond for younger women like marin, hi latest trophi girlfriend. thing get a littl awkward when harri suffer a heart attack at the home of marin' mother, erica. left in the care of erica and hi doctor, a love triangl start to take shape. en"
439,439,11324,Shutter Island,"drama thriller mysteri basedonnovel island hurrican investig psychiatrichospit u.s.marsh conspiracytheori 1950 teddydaniel chuckaul dr.johncawley rachelsolando doloreschan martinscors world war ii soldier-turned-u.s. marshal teddi daniel investig the disappear of a patient from a hospit for the crimin insane, but hi effort are compromi by hi troubl vision and also by a mysteri doctor. en"
440,440,12193,Four Christmases,"comedi romanc drama holiday romanticcomedi dysfunctionalfamili christma bradmcvi kate howardmcvi paula creighton sethgordon brad and kate have made someth of an art form out of avoid their famili dure the holidays, but thi year their foolproof plan is about go bust -- big time. stuck at the citi airport after all depart flight are canceled, the coupl is embarrass to see their ruse expo to the world by an overz televi reporter. now, brad and kate are left with preciou littl choic other than to swallow their pride and suffer the rounds. en"
441,441,9928,Robots,"anim comedi famili sciencefict inventor businessman robot dishonesti fender(voice) rodneycopperbottom(voice) cappy(voice) bigweld(voice) watch chriswedg carlossaldanha rodney copperbottom is a young robot inventor who dream of make the world a better place, until the evil ratchet take over big weld industries. now, rodney' dream – and those of hi friend – are in danger of becom obsolete. en"
442,442,754,Face/Off,"action crime sciencefict thriller undercov mexicanstandoff biologicalweapon facetranspl rageandh fistfight hostil reveng decept tragedi shootout hospit boatcha losangel explo extremeviol fbiagent prisonescap criminalgang flashback goldengun archvillain bulletballet seanarch castortroy evearch polluxtroy sashahassl johnwoo an antiterror agent goe under the knife to acquir the like of a terrorist and gather detail about a bomb plot. when the terrorist escap custody, he undergo surgeri to look like the agent so he can get close to the agent' family. en"
443,443,10202,Bedtime Stories,fantasi comedi famili romanc wishescometru escapad disord imaginari miraculousev imaginarykingdom lifeturnedupsidedown nothinggoesright skeeterbronson jill kendal wendi aspen adamshankman skeeter bronson is a down-on-his-luck guy who' alway tell bedtim stori to hi niec and nephew. but hi life is turn upsid down when the fantast stori he make up for entertain inexpl turn into reality. can a bewild skeeter manag hi own unruli fantasi now that the outrag charact and situat from hi mind have morph into actual peopl and events? en
444,444,4147,Road to Perdition,"thriller crime drama basedongraphicnovel homework shotinthechin softboiledegg learningtodr spoiledson scarredfac thompsonsubmachinegun frostonawindow cauterizingawound libertyhalfdollar michaelsullivan michaelsullivan,jr. anniesullivan petersullivan johnrooney sammend mike sullivan work as a hit man for crime boss john rooney. sullivan view rooney as a father figure, howev after hi son is wit to a killing, mike sullivan find himself on the run in attempt to save the life of hi son and at the same time look for reveng on those who wrong him. en"
445,445,50546,Just Go with It,"romanc comedi beach fictitiousmarriag blackmail plasticsurgeri marriag love beautifulwoman kidsandfamili dannymaccab katherinemurphi devlinadam eddiesimm palmerdodg dennisdugan a plastic surgeon, romanc a much younger schoolteacher, enlist hi loyal assist to pretend to be hi soon to be ex-wife, in order to cover up a careless lie. when more lie backfire, the assistant' kid becom involved, and everyon head off for a weekend in hawaii that will chang all their lives. en"
446,446,1701,Con Air,"action thriller crime prison ambush helicopt airport gasstat undercov mexicanstandoff braveri hijack escap shootout u.s.marsh lasvega explo brutal violenc convict desert warhero deaagent motorcyclecha cameronpo marshalvincelarkin cyrusgrissom nathanjon williambedford simonwest when the govern put all it rotten crimin egg in one airborn basket, it' ask for trouble. befor you can say, ""pass the barf bag,"" the crook control the plane, led by creepi cyru ""the virus"" grissom. watch hi everi move is the just-relea cameron poe, who'd rather reunit with hi family. en"
447,447,13027,Eagle Eye,"mysteri thriller action artificialintellig washingtond.c. secretid hostag technolog fbi pentagon twinbroth fbiagent jerryshaw rachelholloman zoeperez defensesecretarycallist majorwilliambowman d.j.caruso jerri shaw and rachel holloman are two stranger whose live are suddenli thrown into turmoil by a mysteri woman they have never met. threaten their live and family, the unseen caller use everyday technolog to control their action and push them into increa danger. as event escalate, jerri and rachel becom the country' most-want fugit and must figur out what is happen to them. en"
448,448,2289,Cold Mountain,"drama lossoflov lossoffamili desert lossoffath loveofone'slif inman adamonro rubythew maddi stobrodthew anthonyminghella in thi classic stori of love and devot set against the backdrop of the american civil war, a wound confed soldier name w.p. inman desert hi unit and travel across the south, aim to return to hi young wife, ada, who he left behind to tend their farm. as inman make hi peril journey home, ada struggl to keep their home intact with the assist of ruby, a mysteri drifter sent to help her by a kindli neighbor. en"
449,449,20504,The Book of Eli,"action thriller sciencefict book post-apocalypt dystopia faith blind eli carnegi solara redridg claudia alberthugh allenhugh a post-apocalypt tale, in which a lone man fight hi way across america in order to protect a sacr book that hold the secret to save humankind. en"
450,450,9574,Flubber,"comedi famili sciencefict weddingvow inventor slime green flight madscientist wed professorphilipbrainard dr.sarajeanreynold wilsoncroft chesterhoenick smith lesmayfield professor phillip brainard, an absent mind professor, work with hi assist weebo, tri to creat a substanc that' a new sourc of energi and that will save medfield colleg where hi sweetheart sara is the president. he ha miss hi wed twice, and on the afternoon of hi third wedding, professor brainard creat flubber, which allow object to fli through the air. en"
451,451,11618,The Haunting,"horror thriller fantasi mysteri basedonnovel trauma castl hauntedh insomnia bone poster paint remak haunt childlabor audiorecord spiralstairca evil loner research insomniac paranormalact logbook strangenoi spook cherub dr.davidmarrow theo lukesanderson eleanor'nell'v mr.dudley jandebont dr. david marrow invit nell vance, and theo and luke sanderson to the eeri and isol hill hou to be subject for a sleep disord study. the unfortun guest discov that marrow is far more interest in the sinist mansion itself – and they soon see the true natur of it horror. en"
452,452,2300,Space Jam,"anim comedi drama famili fantasi sport basketb doctor basketballteam basketballgam refer basketballcourt tweetybird speedygonz cartoonchicken sylvesterthecat cartoonrealitycrossov basketballhoop cartoonskunk himself stanpodolak bugsbunny/elmerfudd(voice) daffyduck/tazmaniandevil/bull(voice) juanitajordan joepytka in a desper attempt to win a basketb match and earn their freedom, the looney tune seek the aid of retir basketb champion, michael jordan. en"
453,453,12096,The Pink Panther,"action comedi crime mysteri famili robberi investig inspector killer clouseau pinkpanth murderhunt inspectorjacquesclouseau chiefinspectordreyfu gendarmegilbertponton xania nicol shawnlevi when the coach of the franc soccer team is kill by a poison dart in the stadium in the end of a game, and hi expen and huge ring with the diamond pink panther disappears, the ambiti chief inspector dreyfu assign the worst polic inspector jacqu clouseau to the case. en"
454,454,10200,The Day the Earth Stood Still,"drama sciencefict thriller extraterrestrialtechnolog spacecraft ultimatum evacu panic govern remak ufo alien endoftheworld giantrobot tank socialcommentari poweroutag interrog environ threat aliencontact centralpark messeng nanobot disintegr klaatu helenbenson reginajackson jacobbenson professorbarnhardt scottderrickson a repr of an alien race that went through drastic evolut to surviv it own climat change, klaatu come to earth to assess whether human can prevent the environ damag they have inflict on their own planet. when bar from speak to the unit nations, he decid humankind shall be extermin so the planet can survive. en"
455,455,8834,Conspiracy Theory,"action drama mysteri thriller newyork cia helicopt assassin secret obsess taxidriv fbi paranoia wheelchair chase theori polit govern control cover-up murder suspen conspiraci tortur flashback target geronimo newslett jerryfletch alicesutton dr.jona agentlowri mr.wilson richarddonn a man obsess with conspiraci theori becom a target after one of hi theori turn out to be true. unfortunately, in order to save himself, he ha to figur out which theori it is. en"
456,456,228150,Fury,"war drama action worldwarii nazi war nazigermani panzer tank don'wardaddy'colli boyd'bible'swan normanellison trini'gordo'garcia grady'coon-ass'travi daviday last month of world war ii in april 1945. as the alli make their final push in the european theater, a battle-harden u.s. armi sergeant in the 2nd armor divi name wardaddi command a sherman tank call ""fury"" and it five-man crew on a deadli mission behind enemi lines. outnumb and outgunned, wardaddi and hi men face overwhelm odd in their heroic attempt to strike at the heart of nazi germany. en"
457,457,6068,Six Days Seven Nights,"action adventur comedi romanc overleven familyguy quinnharri robinmonro frankmartin angelica jager ivanreitman when quinn, a grouchi pilot live the good life in the south pacific, agr to transfer a savvi fashion editor, robin, to tahiti, he end up strand on a desert island with her after their plane crashes. the pair avoid each other at first, until they'r forc to team up to escap from the island -- and some pirat who want their heads. en"
458,458,41515,Yogi Bear,"comedi famili anim adventur picnic sandwich bear 3d yogi yogibear(voice) boo-boobear(voice) rachel rangersmith cindybear(voice) ericbrevig jellyston park ha been lose business, so greedi mayor brown decid to shut it down and sell the land. that mean famili will no longer be abl to experi the natur beauti of the outdoor -- and, even worse, yogi and boo boo will be toss out of the onli home they'v ever known. face with hi biggest challeng ever, yogi must prove that he realli is ""smarter than the averag bear"" as he and boo boo join forc with their old nemesi ranger smith to find a way to save jellyston park from close forever. en"
459,459,9023,Spirit: Stallion of the Cimarron,"western anim adventur comedi famili humanb freedom mustang rivalri wildlif anim cavalri indianwar eyebrow wildhor spirit(voice) thecolonel(voice) littlecreek(voice) sgt.adams(voice) murphy/railroadforeman(voice) kellyasburi lornacook as a wild stallion travel across the frontier of the old west, he befriend a young human and find true love with a mare. en"
460,460,38317,Zookeeper,"comedi romanc famili talkinganim scientist germanacc ostrich monkey bullfrog cardealership duringcreditsst griffinkey kate lion(voice) berniethegorilla bear(voice) frankcoraci a comedi about a zookeep who might be great with animals, but he doesn't know anyth about the bird and the bees. the man can't find love, so he decid to quit hi job at the zoo, but hi anim friend tri to stop him and teach him that mother natur know best when it come to love. en"
461,461,2157,Lost in Space,"adventur famili sciencefict timetravel sabotag deepspaceexplor dr.zacharysmith prof.johnrobinson maj.donwest dr.maureenrobinson dr.judyrobinson stephenhopkin the prospect for continu life on earth in the year 2058 are grim. so the robinson are launch into space to colon alpha prime, the onli other inhabit planet in the galaxy. but when a stowaway sabotag the mission, the robinson find themselv hurtl through unchart space. en"
462,462,14462,The Manchurian Candidate,"drama thriller mysteri senat gulfwar cano kuwait conspiraci warhero u.s.congress implant majorbennettezekielmarco senatoreleanorprentissshaw(d-va) congressmanraymondprentissshaw(d-ny) senatorthomasjordan(d-ct) fbiag.eugeniero jonathandemm when hi armi unit wa ambush dure the first gulf war, sergeant raymond shaw save hi fellow soldier just as hi command officer, then-captain ben marco, wa knock unconscious. broker the incid for polit capital, shaw eventu becom a vice-presidenti nominee, while marco is haunt by dream of what happen -- or didn't happen -- in kuwait. as marco (now a major) investigates, the stori begin to unravel, to the point where he question if it happen at all. is it possibl the entir unit wa kidnap and brainwash to believ shaw is a war hero as part of a plot to seiz the white house? some veri power peopl at manchurian global corpor appear desper to stop him from find out. en"
463,463,161795,Déjà Vu,"romanc drama love american pin stranger rubi sean danahoward skelli alex clair henryjaglom l.a. shop owner dana and englishman sean meet and fall in love at first sight, but sean is marri and dana is to marri her busi partner alex. en"
464,464,159824,Hotel Transylvania 2,"anim comedi famili transylvania hotel witch technolog magic mummi dracula skeleton onlychild backpack marriag frankenstein wolfman zombi movingout invisibleman newlif dracula(voice) jonathan(voice) mavis(voice) frank/frankenstein(voice) wayne(voice) genndytartakovski when the old-old-old-fashion vampir vlad arriv at the hotel for an impromptu famili get-together, hotel transylvania is in for a colli of supernatur old-school and modern day cool. en"
465,465,49948,Fantasia 2000,"anim famili music orchestra musicalseg himself-introductoryhost himself-host himself-host herself-host himself-host jamesalgar donhahn gaëtanbrizzi paulbrizzi ericgoldberg hendelbutoy francisgleba pixotehunt blend live music and brilliant animation, thi sequel to the origin 'fantasia' restor 'the sorcerer' apprentice' and add seven new shorts. en"
466,466,2135,The Time Machine,"sciencefict adventur action futur timemachin alexanderhartdegen davidfilbi mrs.watchett emma flowersel simonwel hope to alter the event of the past, a 19th centuri inventor instead travel 800,000 year into the future, where he find humankind divid into two war races. en"
467,467,9822,Mighty Joe Young,"action adventur famili fantasi gorilla dyinganddeath jillyoung andreistrass greggo'hara cecilybank garth ronunderwood as a child live in africa, jill young saw her mother kill while protect wild gorilla from poacher led by andrei strasser. now an adult, jill care for an orphan gorilla name joe -- who, due to a genet anomaly, is 15 feet tall. when gregg o'hara arriv from california and see the animal, he convinc jill that joe would be safest at hi wildlif refuge. but strasser follow them to the u.s., intent on captur joe for himself. en"
468,468,9705,Swordfish,"action crime thriller femalenud hacker terror violenc ex-con wire losangelesinternationalairport(lax) misdirect aftercreditsst gabrielshear stanleyjobson gingerknowl agentj.t.robert senatorjamesreisman dominicsena rogu agent gabriel shear is determin to get hi mitt on $9 billion stash in a secret drug enforc administr account. he want the cash to fight terrorism, but lack the comput skill necessari to hack into the govern mainframe. enter stanley jobson, a n'er-do-wel encrypt expert who can log into anything. en"
469,469,1656,The Legend of Zorro,"action adventur california spi fathersonrelationship mexico hero marriagecrisi swordfight divorc americancivilwar zorro elena joaquin freyfelip jacobmcgiven martincampbel have spent the last 10 year fight injust and cruelty, alejandro de la vega is now face hi greatest challenge: hi love wife elena ha thrown him out of the house! elena ha file for divorc and found comfort in the arm of count armand, a dash french aristocrat. but alejandro know someth she doesn't: armand is the evil mastermind behind a terrorist plot to destroy the unit states. and so, with hi marriag and the county' futur at stake, it' up to zorro to save two union befor it' too late. en"
470,470,12159,What Dreams May Come,"drama fantasi romanc paradi soul underworld heaven paint hell afterlif spirit chrisnielsen albertlewi anniecollins-nielsen thetrack marienielsen vincentward chri neilson die to find himself in a heaven more amaz than he could have ever dream of. there is one thing missing: hi wife. after he dies, hi wife, anni kill herself and went to hell. chri decid to risk etern in hade for the small chanc that he will be abl to bring her back to heaven. en"
471,471,9678,Little Nicky,"comedi fantasi romanc fathersonrelationship brothersisterrelationship mephisto bulldogg nicki valerieveran dad adrian cassiu stevenbril after the lord of dark decid he will not cede hi thrown to ani of hi three sons, the two most power of them escap to earth to creat a kingdom for themselves. thi action close the portal filter sin soul to hell and cau satan to wither away. he must send hi most weak but belov son, littl nicky, to earth to return hi brother to hell. en"
472,472,4442,The Brothers Grimm,"adventur fantasi action comedi thriller brotherbrotherrelationship literatur aftercreditsst jacobgrimm wilhelmgrimm hidlick mayor cavaldi terrygilliam folklor collector and con artists, jake and will grimm, travel from villag to villag pretend to protect townsfolk from enchant creatur and perform exorcisms. however, they are put to the test when they encount a real magic cur in a haunt forest with real magic beings, requir genuin courage. en"
473,473,75,Mars Attacks!,"comedi fantasi sciencefict savingtheworld totaldestruct whiteh mar usapresid cataclysm lasergun ambassador congress pest flyingsauc presidentjamesdale/artland firstladymarshad barbaraland professordonaldkessl rudegambl timburton 'we come in peace' is not what those green men from mar mean when they invad our planet, arm with irresist weapon and a cruel sen of humor. thi star stud cast must play victim to the alien’ fun and game in thi comedi homag to scienc fiction film of the '50 and '60s. en"
474,474,330770,Evolution,mysteri drama horror nur sea beach boy pregnant blood womandirector nicola stella lamèr victor franck lucilehadzihalilov 11-year-old nicola live with hi mother in a seasid hou estate. the onli place that ever see ani activ is the hospital. it is there that all the boy from the villag are forc to undergo strang medic trial that attempt to disrupt the phase of evolution. fr
475,475,9433,The Edge,"action adventur drama photograph grizzlybear wilder airplan supermodel emergencyland suspen surviv bear animalhorror robertgreen charlesmor mickeymor stephen style leetamahori the plane carri wealthi charl mor crash down in the alaskan wilderness. togeth with the two other passengers, photograph robert and assist stephen, charl devi a plan to help them reach civilization. however, hi biggest obstacl might not be the elements, or even the kodiak bear stalk them -- it could be robert, whom charl suspect is have an affair with hi wife and would not mind see him dead. en"
476,476,19959,Surrogates,"action sciencefict thriller clone dystopia tomgreer jenniferpet maggiegr dr.lionelc prophet jonathanmostow set in a futurist world where human live in isol and interact through surrog robots, a cop is forc to leav hi home for the first time in year in order to investig the murder of others' surrogates. en"
477,477,11973,Thirteen Days,"drama thriller usapresid atomicbomb johnf.kennedi kubakri threat kennetho'donnel johnf.kennedi robertf.kennedi robertmcnamara u-2pilot rogerdonaldson dramati of the cuban missil crisis, the nuclear standoff with the ussr spark by the discoveri by the american of missl base establish on the soviet alli island of cuba. shown from the perspect of the us president, john f kennedy, hi staff and advisors. en"
478,478,11228,Daylight,action adventur thriller taxi newjersey helicopt river hero taxidriv raceagainsttim guard surviv disast newyorkc explo poweroutag dog trap flood tunnel christma trappedunderground actionhero kitlatura madelynethompson roynord frankkraft stevencrighton robcohen a group of arm robber flee the polic head for the new jersey tunnel and run right into truck transport toxic waste. the spectacular explo that follow result in both end of the tunnel collap and the hand of peopl who surviv the explo are now in peril. kit latura is the onli man with the skill and knowledg to lead the band of survivor out of the tunnel befor the structur collapses. en
479,479,77951,Walking With Dinosaurs,"anim famili adventur dinosaur 3d ricky(voice) patchi(voice) unclezack(voice) jade(voice) alex(voice) barrycook neilnighting walk with dinosaur 3d is a film depict life-lik 3d dinosaur charact set in photo-r landscap that transport audienc to the prehistor world as it exist 70 million year ago. the film is base on the 1999 documentari televi miniseri walk with dinosaurs, produc by the bbc. walk with dinosaur 3d is be produc by evergreen studios, the compani that produc happi feet, and it is wa relea on octob 11, 2013. en"
480,480,5491,Battlefield Earth,"action sciencefict war basedonnovel post-apocalypt dystopia mine fighterjet alieninva scientolog cavemen bureaucrat cityruin terl jonniegoodboytyl ker carlo chrissi rogerchristian in the year 3000, man is no match for the psychlos, a greedy, manipul race of alien on a quest for ultim profit. led by the power terl, the psychlo are strip earth clean of it natur resources, use the broken remnant of human as slaves. what is left of the human race ha descend into a near primit state. after be captured, it is up to tyler to save mankind. en"
481,481,10715,Looney Tunes: Back in Action,"anim comedi famili spi duck bunni wretch filmindustri liveactionandanim djdrake/tasmaniandevil(voice)/she-devil(voice) kate mr.chairman damiendrak dustytail joedant bug bunni and daffi duck are up to their feud way again. tire of play second fiddl to bugs, daffi ha decid to leav the studio for good. he is aid by warner bros.' humor impair vice presid of comedy, kate houghton, who relea him from hi contract and instruct wb secur guard/aspir stunt man dj drake to captur and ""escort"" daffi off the studio lot. en"
482,482,10197,Nine,"drama music romanc memori sidewalkcaf roomkey drivingacar coastlin stairway searchformean sequin singingphotograph slidingdownapol costumedesign duringcreditsst 1960 lilli guidocontini luisacontini carla mamma robmarsh arrogant, self-cent movi director guido contini find himself struggl to find meaning, purpose, and a script for hi latest film endeavor. with onli a week left befor shoot begins, he desper search for answer and inspir from hi wife, hi mistress, hi muse, and hi mother. en"
483,483,9562,Timeline,action adventur sciencefict professor timetravel quantummechan hundredyears'war excav laroqu knight medievaltim chrisjohnston kateericson andremarek professore.a.johnston robertdonig richarddonn a group of archaeolog student becom trap in the past when they go there to retriev their professor. the group must surviv in 14th centuri franc long enough to be rescued. en
484,484,9922,The Postman,"drama adventur usa post postman armi apocalyp thepostman generalbethlehem abbi fordlincolnmercuri bridgecitymayor kevincostn in 2013 there are no highways, no i-ways, no dream of a better tomorrow, onli scatter survivor across what wa onc the unit states. into thi apocalypt wasteland come an enigmat drifter with a mule, a knack for shakespear and someth yet undiscovered: the power to inspir hope. en"
485,485,9447,Babe: Pig in the City,"adventur comedi drama famili fantasi piggybank shortageofmoney pig farm piglet talkinganim talkingdog dog chimpanz talkingpig farmerarthurhoggett thelandladi fuglyfloom,thespeechlessmaninhotel mrs.esmecordeliahoggett babe(voice) georgemil babe, fresh from hi victori in the sheepherd contest, return to farmer hoggett' farm, but after farmer hoggett is injur and unabl to work, babe ha to go to the big citi to save the farm. en"
486,486,274854,The Last Witch Hunter,"fantasi action adventur newyork witch upri witchhunt kaulder chloe dolan37th belial glaeser breckeisn the modern world hold mani secrets, but by far the most astound is that witch still live among us; viciou supernatur creatur intent on unleash the black death upon the world and put an end to the human race onc and for all. armi of witch hunter have battl thi unnatur enemi for centuries, includ kaulder, a valiant warrior who mani year ago slay the all-pow witch queen, decim her follow in the process. in the moment right befor her death, the queen cur kaulder with immortality, forev separ him from hi belov wife and daughter. today, kaulder is the last live hunter who ha spent hi immort life track down rogu witches, all the while yearn for hi long-lost family. en"
487,487,8870,Red Planet,"thriller action sciencefict mar futur astronaut scienc catastroph robbygallagh cmdr.katebowman lt.tedsanten dr.quinnburchen chippettengil antonyhoffman astronaut search for solut to save a die earth by search on mars, onli to have the mission go terribl awry. en"
488,488,9992,Arthur and the Invisibles,"adventur fantasi anim famili grandfathergrandsonrelationship wretch treasurehunt disappear famili fantasyworld arthurmontgomeri daisysuchot archibaldsuchot arthur'smoth arthur'sfath lucbesson arthur is a spirit ten-year old whose parent are away look for work, whose eccentr grandfath ha been miss for sever years, and who live with hi grandmoth in a countri hou that, in two days, will be repossessed, torn down, and turn into a block of flat unless arthur' grandfath return to sign some paper and pay off the famili debt. arthur discov that the key to success lie in hi own descent into the land of the minimoys, creatur no larger than a tooth, whom hi grandfath help reloc to their garden. somewh among them is hidden a pile of rubies, too. can arthur be of stout heart and save the day? romanc beckon as well, and a villain lurks. en"
489,489,36970,Oceans,"documentari famili ocean sea fish whale duringcreditsst narrator(voice:englishversion) narrator(voice:frenchversion) narrator(voice:japaneseversion) narrator(voice:italianversion) narrator(voice:germanversion) jacquesperrin jacquescluzaud an ecolog drama/documentary, film throughout the globe. part thriller, part medit on the vanish wonder of the sub-aquat world. en"
490,490,10077,A Sound of Thunder,"thriller sciencefict adventur action dyinganddeath timetravel romanc dinosaur aliciawallenbeck johnwallenbeck payn dr.luca travisri peterhyam when a hunter sent back to the prehistor era run off the path he must not leave, he cau a chain reaction that alter histori in disastr ways. en"
491,491,76649,Pompeii,"action adventur histori romanc drama gladiat arena gladiatorfight lava roman forbiddenlov naturaldisast epic disast slave towninpan vulcan volcanicerupt pompeii 3d milo aurelia cassia atticu ariadn paulw.s.anderson set in 79 a.d., pompeii tell the epic stori of milo, a slave turn invinc gladiat who find himself in a race against time to save hi true love cassia, the beauti daughter of a wealthi merchant who ha been unwillingli betroth to a corrupt roman senator. as mount vesuviu erupt in a torrent of blaze lava, milo must fight hi way out of the arena in order to save hi belov as the onc magnif pompeii crumbl around him. en"
492,492,293644,Top Cat Begins,comedi anim 3d topcat/choochoo/brain(voice) grannydibble/counterperson/statue(voice) officerdibble(voice) mr.big(voice) panther(voice) andréscouturi top cat ha arriv to charm hi way into your hearts! ever wonder how thi scheme felin got hi start? well top cat begin reveal the origin of everyth you know and love about thi classic comedi hero. what follow is an adventur so crazi that it ha to be seen to be believed! es
